sample_id,source_file,source_row,source_kind,chapter,scene,context,context_translation,context_line_count,response,response_translation,response_len,speaker
00001010,CSV/csprt/csprt-2-0039/adv_csprt-2-0039_02.csv,6,csprt,csprt/csprt-2-0039,adv_csprt-2-0039_02,"咲季: それって、メイクのこと？ 衣装？
それとも、ファンサとかの話ですか？
ビジュアルトレーナー: 全部よ！
ビジュアルトレーナー: もちろん、咲季ちゃんはもうすでに、
とーっても可愛いわ。","咲季: 是指化妆吗？服装？
还是说应援活动之类的？
形象训练师: 全部都要哦！
形象训练师: 当然，小咲季现在已经
非常可爱了",3,えへへ……そうですか……？,嘿嘿…真的吗…？,13,咲季
00001011,CSV/csprt/csprt-2-0039/adv_csprt-2-0039_02.csv,8,csprt,csprt/csprt-2-0039,adv_csprt-2-0039_02,"ビジュアルトレーナー: もちろん、咲季ちゃんはもうすでに、
とーっても可愛いわ。
咲季: えへへ……そうですか……？
ビジュアルトレーナー: でもね、ビジュアルレッスンをすれば、
もーっと可愛くなれるかもしれないの。","形象训练师: 当然，小咲季现在已经
非常可爱了
咲季: 嘿嘿…真的吗…？
形象训练师: 但是呢，如果进行表现力训练的话
说不定能变得更加可爱哦",3,"わたしがもっと可愛くなったら、
どうなっちゃうのかしら……？","如果我变得更可爱的话
会发生什么呢…？",30,咲季
00001012,CSV/csprt/csprt-2-0039/adv_csprt-2-0039_02.csv,10,csprt,csprt/csprt-2-0039,adv_csprt-2-0039_02,"ビジュアルトレーナー: でもね、ビジュアルレッスンをすれば、
もーっと可愛くなれるかもしれないの。
咲季: わたしがもっと可愛くなったら、
どうなっちゃうのかしら……？
ビジュアルトレーナー: ファンのみんなが、
キュン死しちゃうかもしれないわね。","形象训练师: 但是呢，如果进行表现力训练的话
说不定能变得更加可爱哦
咲季: 如果我变得更可爱的话
会发生什么呢…？
形象训练师: 粉丝们说不定会
被萌到窒息呢",3,キュン死？ 知らない言葉ですね。,萌到窒息？没听说过的词呢,16,咲季
00001013,CSV/csprt/csprt-2-0039/adv_csprt-2-0039_02.csv,12,csprt,csprt/csprt-2-0039,adv_csprt-2-0039_02,"ビジュアルトレーナー: ファンのみんなが、
キュン死しちゃうかもしれないわね。
咲季: キュン死？ 知らない言葉ですね。
ビジュアルトレーナー: はぅっ……！？","形象训练师: 粉丝们说不定会
被萌到窒息呢
咲季: 萌到窒息？没听说过的词呢
形象训练师: 哈呜…！？",3,"ちょ、ちょっと！？
どうかしましたか、トレーナー！？","等、等一下！？
您怎么了，训练师！？",26,咲季
00001014,CSV/csprt/csprt-2-0039/adv_csprt-2-0039_02.csv,16,csprt,csprt/csprt-2-0039,adv_csprt-2-0039_02,"ビジュアルトレーナー: な、なんでもないわ。
ちょーっとダメージを受けただけ。
ビジュアルトレーナー: と、とにかく……
咲季ちゃんは、ダンスやボーカルに
力を入れがちだけど、
ビジュアルトレーナー: アイドルである以上、ビジュアルを
仕上げていくのはとっても大事なのよ！","形象训练师: 没、没什么
只是受到了一点冲击而已
形象训练师: 总、总之…
小咲季虽然经常专注于舞蹈和歌唱能力
形象训练师: 但既然身为偶像
把表现力打磨到完美是非常重要的哦！",3,"確かに……はい！
認識が甘かったかもしれません！","确实…明白了！
可能是我认识得不够深刻！",24,咲季
00001015,CSV/csprt/csprt-2-0039/adv_csprt-2-0039_02.csv,17,csprt,csprt/csprt-2-0039,adv_csprt-2-0039_02,"ビジュアルトレーナー: と、とにかく……
咲季ちゃんは、ダンスやボーカルに
力を入れがちだけど、
ビジュアルトレーナー: アイドルである以上、ビジュアルを
仕上げていくのはとっても大事なのよ！
咲季: 確かに……はい！
認識が甘かったかもしれません！","形象训练师: 总、总之…
小咲季虽然经常专注于舞蹈和歌唱能力
形象训练师: 但既然身为偶像
把表现力打磨到完美是非常重要的哦！
咲季: 确实…明白了！
可能是我认识得不够深刻！",3,"トレーナー！ 
わたし、もっと可愛くなりたいです！","训练师！
我想变得更加可爱！",25,咲季
00001016,CSV/csprt/csprt-2-0039/adv_csprt-2-0039_02.csv,18,csprt,csprt/csprt-2-0039,adv_csprt-2-0039_02,"ビジュアルトレーナー: アイドルである以上、ビジュアルを
仕上げていくのはとっても大事なのよ！
咲季: 確かに……はい！
認識が甘かったかもしれません！
咲季: トレーナー！ 
わたし、もっと可愛くなりたいです！","形象训练师: 但既然身为偶像
把表现力打磨到完美是非常重要的哦！
咲季: 确实…明白了！
可能是我认识得不够深刻！
咲季: 训练师！
我想变得更加可爱！",3,"わたしに、ビジュアルレッスンの
極意を、教えてください！","请把表现力训练的
秘诀传授给我吧！",28,咲季
00001017,CSV/csprt/csprt-2-0039/adv_csprt-2-0039_02.csv,20,csprt,csprt/csprt-2-0039,adv_csprt-2-0039_02,"咲季: トレーナー！ 
わたし、もっと可愛くなりたいです！
咲季: わたしに、ビジュアルレッスンの
極意を、教えてください！
ビジュアルトレーナー: もちろんよ！
厳しくいくから、覚悟してね？","咲季: 训练师！
我想变得更加可爱！
咲季: 请把表现力训练的
秘诀传授给我吧！
形象训练师: 当然可以！
会很严格的，做好觉悟了吗？",3,望むところです！,正合我意！,8,咲季
00001018,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,1,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,,,0,"ぐぬぬぬぬぬぬ～～～～～～～～！
悔しい悔しいくやしぃ～～～～～！！","呜呜呜呜呜～～～～～～～～！
好不甘心好不甘心好不甘心～～～～～！！",34,咲季
00001019,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,2,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"咲季: ぐぬぬぬぬぬぬ～～～～～～～～！
悔しい悔しいくやしぃ～～～～～！！","咲季: 呜呜呜呜呜～～～～～～～～！
好不甘心好不甘心好不甘心～～～～～！！",1,"佑芽はこの学園に入ってから、
わたし以外の人を頼ることが増えた。","佑芽自从进入这所学园后，
依赖我以外的人的情况变多了。",32,咲季
00001020,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,3,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"咲季: ぐぬぬぬぬぬぬ～～～～～～～～！
悔しい悔しいくやしぃ～～～～～！！
咲季: 佑芽はこの学園に入ってから、
わたし以外の人を頼ることが増えた。","咲季: 呜呜呜呜呜～～～～～～～～！
好不甘心好不甘心好不甘心～～～～～！！
咲季: 佑芽自从进入这所学园后，
依赖我以外的人的情况变多了。",2,それ自体はとてもいいことだわ。,这本身是件非常好的事。,15,咲季
00001021,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,4,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"咲季: ぐぬぬぬぬぬぬ～～～～～～～～！
悔しい悔しいくやしぃ～～～～～！！
咲季: 佑芽はこの学園に入ってから、
わたし以外の人を頼ることが増えた。
咲季: それ自体はとてもいいことだわ。","咲季: 呜呜呜呜呜～～～～～～～～！
好不甘心好不甘心好不甘心～～～～～！！
咲季: 佑芽自从进入这所学园后，
依赖我以外的人的情况变多了。
咲季: 这本身是件非常好的事。",3,"クラスの友達だけじゃなく、
最近は生徒会にも……ぐぬぬ……","不仅是班级里的朋友，
最近连学生会也……呜呜……",29,咲季
00001022,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,5,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"咲季: 佑芽はこの学園に入ってから、
わたし以外の人を頼ることが増えた。
咲季: それ自体はとてもいいことだわ。
咲季: クラスの友達だけじゃなく、
最近は生徒会にも……ぐぬぬ……","咲季: 佑芽自从进入这所学园后，
依赖我以外的人的情况变多了。
咲季: 这本身是件非常好的事。
咲季: 不仅是班级里的朋友，
最近连学生会也……呜呜……",3,そうだわ！ もう2月じゃない！,对了！现在已经是二月了！,15,咲季
00001023,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,6,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"咲季: それ自体はとてもいいことだわ。
咲季: クラスの友達だけじゃなく、
最近は生徒会にも……ぐぬぬ……
咲季: そうだわ！ もう2月じゃない！","咲季: 这本身是件非常好的事。
咲季: 不仅是班级里的朋友，
最近连学生会也……呜呜……
咲季: 对了！现在已经是二月了！",3,"バレンタインで最高のチョコを作って、
お姉ちゃんの実力を見せつけなきゃ！","必须做出最棒的巧克力，
让大家见识见识姐姐的实力！",36,咲季
00001024,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,9,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"咲季: バレンタインで最高のチョコを作って、
お姉ちゃんの実力を見せつけなきゃ！
莉波: ……ふ～んふふ～～ん♪
莉波: あ、咲季ちゃん。
もしかしてキッチン、使う？","咲季: 必须做出最棒的巧克力，
让大家见识见识姐姐的实力！
莉波: ……哼～哼哼～～♪
莉波: 啊，小咲季。
难道你要用厨房吗？",3,"はい、姫崎先輩。
――もしかしてチョコ、ですか？","是的，姫崎学姐。
——该不会是要做巧克力吧？",24,咲季
00001025,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,11,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"莉波: あ、咲季ちゃん。
もしかしてキッチン、使う？
咲季: はい、姫崎先輩。
――もしかしてチョコ、ですか？
莉波: そろそろバレンタインが近いからね。
咲季ちゃんも？","莉波: 啊，小咲季。
难道你要用厨房吗？
咲季: 是的，姫崎学姐。
——该不会是要做巧克力吧？
莉波: 因为情人节快到了嘛。
小咲季也是吗？",3,"そうなんです！ 佑芽にあげるために
試作しようかなと。","是的！想试着做些样品
送给佑芽。",27,咲季
00001026,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,15,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"莉波: じゃあ、よければ一緒に作らない？
材料もまだまだあるから、どうかな？
莉波: 咲季ちゃん、お料理上手なんでしょ？
佑芽ちゃんから聞いたよ。
莉波: 自慢のお姉ちゃんだって。","莉波: 那要不要一起做？
材料还很充足哦，怎么样？
莉波: 小咲季很擅长料理对吧？
我听佑芽说的。
莉波: 说是值得骄傲的姐姐呢。",3,――――――――――っ！,——————————！,12,咲季
00001027,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,16,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"莉波: 咲季ちゃん、お料理上手なんでしょ？
佑芽ちゃんから聞いたよ。
莉波: 自慢のお姉ちゃんだって。
咲季: ――――――――――っ！","莉波: 小咲季很擅长料理对吧？
我听佑芽说的。
莉波: 说是值得骄傲的姐姐呢。
咲季: ——————————！",3,（自慢の、お姉ちゃん！！）,（值得骄傲的，姐姐！！）,13,咲季
00001028,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,17,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"莉波: 自慢のお姉ちゃんだって。
咲季: ――――――――――っ！
咲季: （自慢の、お姉ちゃん！！）","莉波: 说是值得骄傲的姐姐呢。
咲季: ——————————！
咲季: （值得骄傲的，姐姐！！）",3,ふふ――お願いされたら仕方がないわ。,呵呵——既然你诚心诚意地拜托了。,18,咲季
00001029,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,18,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"咲季: ――――――――――っ！
咲季: （自慢の、お姉ちゃん！！）
咲季: ふふ――お願いされたら仕方がないわ。","咲季: ——————————！
咲季: （值得骄傲的，姐姐！！）
咲季: 呵呵——既然你诚心诚意地拜托了。",3,この花海咲季にお任せくださいっ！！,就交给花海咲季吧！！,17,咲季
00001030,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_01.csv,19,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_01,"咲季: （自慢の、お姉ちゃん！！）
咲季: ふふ――お願いされたら仕方がないわ。
咲季: この花海咲季にお任せくださいっ！！","咲季: （值得骄傲的，姐姐！！）
咲季: 呵呵——既然你诚心诚意地拜托了。
咲季: 就交给花海咲季吧！！",3,チョコレートなら――こうよ！,说到巧克力——要这样做！,14,咲季
00001031,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_02.csv,2,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_02,"莉波: そっか～。
佑芽ちゃんがお姉ちゃん離れを？","莉波: 原来如此～。
佑芽要离开姐姐独立了吗？",1,"そうなんです。だから佑芽のために、
ベストなチョコを用意したいんです。","是的。所以我想为佑芽
准备最棒的巧克力。",35,咲季
00001032,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_02.csv,6,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_02,"莉波: うんうん。
その気持ちすごくよくわかる。
莉波: せっかく準備するんだもん、
喜んでもらいたいもんね。
莉波: ちなみに咲季ちゃんは佑芽ちゃんに、
毎年どういうチョコを作ってるの？","莉波: 嗯嗯。
这种心情我非常理解。
莉波: 既然特意准备了，
当然希望对方能开心呢。
莉波: 话说咲季同学每年
都给佑芽做什么样的巧克力呢？",3,"受験時期は脳を活性化させるため、
カカオ濃度が高いものを。","考试期间为了激活大脑，
会做可可含量高的。",29,咲季
00001033,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_02.csv,7,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_02,"莉波: せっかく準備するんだもん、
喜んでもらいたいもんね。
莉波: ちなみに咲季ちゃんは佑芽ちゃんに、
毎年どういうチョコを作ってるの？
咲季: 受験時期は脳を活性化させるため、
カカオ濃度が高いものを。","莉波: 既然特意准备了，
当然希望对方能开心呢。
莉波: 话说咲季同学每年
都给佑芽做什么样的巧克力呢？
咲季: 考试期间为了激活大脑，
会做可可含量高的。",3,"取り組んでいるスポーツや
減量の有無によって調整。","根据她进行的运动
和是否需要减重来调整。",25,咲季
00001034,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_02.csv,8,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_02,"莉波: ちなみに咲季ちゃんは佑芽ちゃんに、
毎年どういうチョコを作ってるの？
咲季: 受験時期は脳を活性化させるため、
カカオ濃度が高いものを。
咲季: 取り組んでいるスポーツや
減量の有無によって調整。","莉波: 话说咲季同学每年
都给佑芽做什么样的巧克力呢？
咲季: 考试期间为了激活大脑，
会做可可含量高的。
咲季: 根据她进行的运动
和是否需要减重来调整。",3,"妹のコンディションを
意識して作っています！","都是根据妹妹的身体状况
来制作的！",22,咲季
00001035,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_02.csv,11,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_02,"咲季: 妹のコンディションを
意識して作っています！
莉波: 今まで味しか考えたことなかったけど、
そっか、栄養素も大事だよね……
莉波: 咲季ちゃんってすごいね！
佑芽ちゃんへの愛を感じるよ。","咲季: 都是根据妹妹的身体状况
来制作的！
莉波: 以前我只考虑过口味…
原来营养成分也很重要啊…
莉波: 咲季同学真厉害！
能感受到你对佑芽的爱呢。",3,"わかりますか！
そうなんですよ～～～♡","您能理解吗！
就是这样啦～～～♡",19,咲季
00001036,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_02.csv,15,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_02,"莉波: ふふっ。佑芽ちゃん、ね？
生徒会でもお姉ちゃんの話ばかりなの。
莉波: これはお姉ちゃんとやったことある、
あれはお姉ちゃんが得意、とか。
莉波: 本当に咲季ちゃんのこと、
大好きだよ、ね？","莉波: 呵呵。佑芽她啊？
在学生会也总是聊姐姐的事。
莉波: 什么这个和姐姐一起做过，
那个是姐姐擅长的之类的。
莉波: 她真的超级喜欢
咲季同学呢，对吧？",3,"えへへ～～～～～～♡ そんなぁ～♡
完璧なお姉ちゃんだなんてぇ～～～♡","嘿嘿～～～～～～♡ 哪有啦～♡
说什么完美姐姐什么的～～～♡",35,咲季
00001037,CSV/csprt/csprt-2-0041/adv_csprt-2-0041_02.csv,18,csprt,csprt/csprt-2-0041,adv_csprt-2-0041_02,"咲季: えへへ～～～～～～♡ そんなぁ～♡
完璧なお姉ちゃんだなんてぇ～～～♡
莉波: ふふ。あ！ そうだ！
莉波: また佑芽ちゃんの生徒会での様子とか
お話しするのは、どうかな？","咲季: 嘿嘿～～～～～～♡ 哪有啦～♡
说什么完美姐姐什么的～～～♡
莉波: 呵呵。啊！对了！
莉波: 要不要再聊聊佑芽
在学生会的情况？",3,"いいんですか！？
ありがとうございます！！","真的可以吗！？
太感谢了！！",21,咲季
00001038,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_01.csv,1,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_01,,,0,"リーリヤ！
今日もわたしと勝負よ！","莉莉娅！
今天也要和我一决胜负哦！",17,咲季
00001039,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_01.csv,3,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_01,"咲季: リーリヤ！
今日もわたしと勝負よ！
リーリヤ: は、はい……！","咲季: 莉莉娅！
今天也要和我一决胜负哦！
莉莉娅: 好、好的……！",2,今日の対戦種目は、これよ！,今天的比赛项目是这个！,13,咲季
00001040,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_01.csv,5,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_01,"リーリヤ: は、はい……！
咲季: 今日の対戦種目は、これよ！
リーリヤ: えっと……それは、縄とび？","莉莉娅: 好、好的……！
咲季: 今天的比赛项目是这个！
莉莉娅: 呃……那是，跳绳？",3,"縄とびはね、全身を効率よく鍛えられる
素晴らしいトレーニングなの！","跳绳啊，可是能高效锻炼全身的
绝佳训练方式呢！",33,咲季
00001041,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_01.csv,6,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_01,"咲季: 今日の対戦種目は、これよ！
リーリヤ: えっと……それは、縄とび？
咲季: 縄とびはね、全身を効率よく鍛えられる
素晴らしいトレーニングなの！","咲季: 今天的比赛项目是这个！
莉莉娅: 呃……那是，跳绳？
咲季: 跳绳啊，可是能高效锻炼全身的
绝佳训练方式呢！",3,"リーリヤは、わたしよりも
長時間、縄とびを続けられるかしら？","莉莉娅能比我
坚持跳绳更长时间吗？",30,咲季
00001042,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_01.csv,9,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_01,"咲季: リーリヤは、わたしよりも
長時間、縄とびを続けられるかしら？
リーリヤ: が、頑張ります……！
リーリヤ: はぁ、はぁ……
足に、引っかかっちゃった……。","咲季: 莉莉娅能比我
坚持跳绳更长时间吗？
莉莉娅: 我、我会努力的……！
莉莉娅: 哈啊，哈啊……
绊到脚了……。",3,"ふふ、わたしの勝ちね。
――見てなさい、リーリヤ！","呵呵，是我赢了呢。
——看好了，莉莉娅！",25,咲季
00001043,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_01.csv,11,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_01,"リーリヤ: はぁ、はぁ……
足に、引っかかっちゃった……。
咲季: ふふ、わたしの勝ちね。
――見てなさい、リーリヤ！
リーリヤ: わぁ、二重とび……！
さ、三重とび！ かっこいい……！","莉莉娅: 哈啊，哈啊……
绊到脚了……。
咲季: 呵呵，是我赢了呢。
——看好了，莉莉娅！
莉莉娅: 哇，双摇……！
三、三摇！好厉害……！",3,"そうでしょう？
リーリヤも、やってみなさい！","对吧？
莉莉娅也来试试看！",22,咲季
00001044,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_01.csv,14,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_01,"咲季: そうでしょう？
リーリヤも、やってみなさい！
リーリヤ: 分かりました……！
リーリヤ: ぜ、ぜんぜんできないよ、
咲季ちゃん……！","咲季: 对吧？
莉莉娅也来试试看！
莉莉娅: 明白了……！
莉莉娅: 完、完全做不到啊，
小咲季……！",3,"そう？ 少しずつできるように
なってるじゃない。","是吗？不是已经能
慢慢跳起来了吗。",24,咲季
00001045,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_01.csv,16,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_01,"リーリヤ: ぜ、ぜんぜんできないよ、
咲季ちゃん……！
咲季: そう？ 少しずつできるように
なってるじゃない。
リーリヤ: でも、だんだん身体が
重くなってきて……","莉莉娅: 完、完全做不到啊，
小咲季……！
咲季: 是吗？不是已经能
慢慢跳起来了吗。
莉莉娅: 但是身体渐渐
变得好沉重……",3,"全身の筋肉を使っている証よ。
どう？ 良いトレーニングでしょう？","这说明全身肌肉都在发力哦。
怎么样？是很棒的训练吧？",32,咲季
00001046,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_01.csv,18,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_01,"リーリヤ: でも、だんだん身体が
重くなってきて……
咲季: 全身の筋肉を使っている証よ。
どう？ 良いトレーニングでしょう？
リーリヤ: な、なるほど……！
じゃあ、もっと頑張りますね！","莉莉娅: 但是身体渐渐
变得好沉重……
咲季: 这说明全身肌肉都在发力哦。
怎么样？是很棒的训练吧？
莉莉娅: 原、原来如此……！
那我更要加油了！",3,"ええ、その意気よ！
リーリヤ、あなたならできるわ！","没错，就是这股劲！
莉莉娅，你一定能行的！",25,咲季
00001047,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_01.csv,20,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_01,"リーリヤ: な、なるほど……！
じゃあ、もっと頑張りますね！
咲季: ええ、その意気よ！
リーリヤ、あなたならできるわ！
リーリヤ: 咲季ちゃん。二重とびの勝負、
もう1回、お願いします……！","莉莉娅: 原、原来如此……！
那我更要加油了！
咲季: 没错，就是这股劲！
莉莉娅，你一定能行的！
莉莉娅: 小咲季。双摇比赛，
请再和我比一次……！",3,何度でもかかってきなさい！,尽管放马过来多少次都行！,13,咲季
00001048,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_02.csv,1,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_02,,,0,"リーリヤ！
今日はダンスで勝負よ！","莉莉娅！
今天要用舞蹈一决胜负哦！",17,咲季
00001049,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_02.csv,4,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_02,"咲季: リーリヤ！
今日はダンスで勝負よ！
リーリヤ: よろしくお願いします……！
リーリヤ: はぁ、はぁ……
ぜんぜん、勝てない……","咲季: 莉莉娅！
今天要用舞蹈一决胜负哦！
莉莉娅: 请多指教……！
莉莉娅: 哈啊、哈啊……
完全、赢不了……",3,"もっと音楽に耳を傾けなさい。
大切なのは、リズムに乗ることよ。","要更用心聆听音乐。
重要的是要跟上节奏哦。",31,咲季
00001050,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_02.csv,6,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_02,"リーリヤ: はぁ、はぁ……
ぜんぜん、勝てない……
咲季: もっと音楽に耳を傾けなさい。
大切なのは、リズムに乗ることよ。
リーリヤ: う、うう……ごめんなさい、
何度も、同じ失敗をして……","莉莉娅: 哈啊、哈啊……
完全、赢不了……
咲季: 要更用心聆听音乐。
重要的是要跟上节奏哦。
莉莉娅: 呜、呜呜……对不起，
我又犯了同样的错误……",3,"そんなの、謝ることじゃないわ。
――さあ、レッスンを続けるわよ！","这种事情，不需要道歉。
——来，我们继续训练吧！",32,咲季
00001051,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_02.csv,8,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_02,"リーリヤ: う、うう……ごめんなさい、
何度も、同じ失敗をして……
咲季: そんなの、謝ることじゃないわ。
――さあ、レッスンを続けるわよ！
リーリヤ: ――で、できました！","莉莉娅: 呜、呜呜……对不起，
我又犯了同样的错误……
咲季: 这种事情，不需要道歉。
——来，我们继续训练吧！
莉莉娅: ——做、做到了！",3,"よくできました。
すごいわ、リーリヤは。","做得很好。
真厉害呢，莉莉娅。",20,咲季
00001052,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_02.csv,10,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_02,"リーリヤ: ――で、できました！
咲季: よくできました。
すごいわ、リーリヤは。
リーリヤ: あ、ありがとう、咲季ちゃん……！","莉莉娅: ——做、做到了！
咲季: 做得很好。
真厉害呢，莉莉娅。
莉莉娅: 啊、谢谢你，咲季同学……！",3,"いつも頑張っているあなたを見ると、
わたしも、元気をもらえるの。","每次看到努力拼搏的你，
我也会获得元气呢。",32,咲季
00001053,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_02.csv,14,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_02,"リーリヤ: そ、そうですか……？
えへへ……
佑芽: ………………
リーリヤ: あ、あの。
咲季ちゃん、後ろ……","莉莉娅: 是、是吗……？
诶嘿嘿……
佑芽: ………………
莉莉娅: 啊、那个。
咲季同学，后面……",3,"え？
あら、佑芽じゃない。","咦？
哎呀，这不是佑芽吗。",13,咲季
00001054,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_02.csv,16,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_02,"リーリヤ: あ、あの。
咲季ちゃん、後ろ……
咲季: え？
あら、佑芽じゃない。
佑芽: 仲良さそう、だね。","莉莉娅: 啊、那个。
咲季同学，后面……
咲季: 咦？
哎呀，这不是佑芽吗。
佑芽: 看起来关系很好呢。",3,"ええ、もちろんよ！
わたしとリーリヤは、友達だもの！","嗯，当然啦！
我和莉莉娅是朋友嘛！",26,咲季
00001055,CSV/csprt/csprt-2-0047/adv_csprt-2-0047_02.csv,18,csprt,csprt/csprt-2-0047,adv_csprt-2-0047_02,"佑芽: 仲良さそう、だね。
咲季: ええ、もちろんよ！
わたしとリーリヤは、友達だもの！
佑芽: むぅ！ だったらあたしも、
お姉ちゃんの友達になりたい！","佑芽: 看起来关系很好呢。
咲季: 嗯，当然啦！
我和莉莉娅是朋友嘛！
佑芽: 唔！那我也要
和姐姐做朋友！",3,"それは無理よ。
あなたはわたしの妹なんだもの。","那是不可能的。
你可是我的妹妹呀。",23,咲季
00001056,CSV/csprt/csprt-2-0068/adv_csprt-2-0068_01.csv,1,csprt,csprt/csprt-2-0068,adv_csprt-2-0068_01,,,0,"う～めぇ～～～！ 
いい加減にしなさぁ～～い！","呜～好吃～～～！
给我适可而止～～啊！",23,咲季
00001057,CSV/csprt/csprt-2-0072/adv_csprt-2-0072_01.csv,1,csprt,csprt/csprt-2-0072,adv_csprt-2-0072_01,,,0,"たあああああああっ！
妹の仇いいいいいっ！","啊————————！
妹妹的仇————！",21,咲季
00001058,CSV/csprt/csprt-2-0072/adv_csprt-2-0072_01.csv,4,csprt,csprt/csprt-2-0072,adv_csprt-2-0072_01,"咲季: たあああああああっ！
妹の仇いいいいいっ！
麻央: ふっ――と、はいストップ。
うん、いい感じだよ。
麻央: しっかり腰も入ってるし、
剣道とかやってた？","咲季: 啊————————！
妹妹的仇————！
麻央: 呼——好，停一下。
嗯，感觉不错呢。
麻央: 腰部的力量也用得很到位，
是练过剑道之类的吗？",3,はい、嗜み程度ですけど。,是的，不过只是略懂皮毛。,12,咲季
00001059,CSV/csprt/csprt-2-0072/adv_csprt-2-0072_01.csv,6,csprt,csprt/csprt-2-0072,adv_csprt-2-0072_01,"麻央: しっかり腰も入ってるし、
剣道とかやってた？
咲季: はい、嗜み程度ですけど。
麻央: セリフの呑み込みも早いし、
さすがだね。","麻央: 腰部的力量也用得很到位，
是练过剑道之类的吗？
咲季: 是的，不过只是略懂皮毛。
麻央: 台词的理解也很快，
真不愧是咲季呢。",3,えへへ～。ありがとうございます。,诶嘿嘿～。谢谢夸奖。,16,咲季
